OT,overtime,schedule_day
10,16.0,0
6,78.0,0
8,122.0,0
3,310.0,0
3,42.0,1
3,1.0,2
5,38.0,2
8,147.0,3
5,388.0,3
MRI,55.0,4
5,328.0,4
4,457.0,4
5,298.0,7
2,33.0,8
5,113.0,8
5,406.0,9
6,438.0,7
9,487.0,9
7,329.0,11
10,457.0,11
5,491.0,11
8,87.0,14
5,261.0,14
6,431.0,14
5,31.0,15
3,84.0,15
1,446.0,15
7,500.0,15
4,50.0,16
6,170.0,16
7,247.0,16
9,507.0,16
8,100.0,17
MRI,36.0,21
9,412.0,21
5,41.0,22
7,67.0,22
2,187.0,22
4,25.0,23
6,357.0,23
8,28.0,24
4,445.0,25
3,32.0,0
5,89.0,1
3,372.0,1
7,446.0,1
3,18.0,2
10,45.0,2
MRI,16.0,4
4,210.0,4
6,58.0,7
9,288.0,7
5,86.0,8
10,6.0,8
5,435.0,9
7,9.0,10
3,246.0,10
5,370.0,10
7,168.0,11
5,310.0,11
8,57.0,14
6,221.0,14
5,484.0,14
3,35.0,15
1,118.0,15
7,330.0,15
7,26.0,16
6,134.0,16
4,234.0,16
9,462.0,16
10,492.0,16
3,199.0,18
10,20.0,21
5,314.0,21
6,445.0,21
2,92.0,22
5,397.0,22
7,400.0,22
4,61.0,23
6,116.0,23
5,504.0,23
7,34.0,24
4,380.0,25
5,102.0,0
8,120.0,0
3,132.0,0
6,354.0,0
3,4.0,1
7,45.0,1
3,198.0,2
7,297.0,2
7,42.0,3
5,460.0,4
5,101.0,7
8,221.0,7
6,356.0,7
5,27.0,8
2,42.0,8
7,68.0,8
8,102.0,8
10,33.0,9
9,470.0,9
3,15.0,10
8,38.0,10
5,316.0,11
10,434.0,11
6,102.0,14
5,129.0,14
7,406.0,14
7,35.0,15
7,27.0,16
4,33.0,16
6,111.0,16
9,170.0,14
5,227.0,16
6,40.0,18
4,497.0,18
6,214.0,21
2,5.0,22
4,109.0,23
6,247.0,23
5,306.0,23
7,28.0,24
10,193.0,23
9,463.0,23
7,46.0,25
5,78.0,0
7,458.0,0
3,281.0,1
7,330.0,1
3,179.0,2
5,257.0,3
4,284.0,4
MRI,19.0,7
10,30.0,7
6,259.0,7
5,261.0,8
9,414.0,9
5,492.0,9
10,328.0,11
8,69.0,14
10,115.0,14
5,295.0,14
1,92.0,15
7,219.0,15
3,234.0,15
4,99.0,16
6,241.0,18
4,276.0,18
5,228.0,21
2,16.0,22
7,57.0,22
4,38.0,23
6,143.0,23
5,465.0,23
5,343.0,24
5,319.0,25
8,112.0,0
5,135.0,0
6,179.0,0
7,399.0,0
7,136.0,1
3,246.0,1
5,389.0,1
3,51.0,2
9,387.0,2
7,14.0,4
3,20.0,4
10,42.0,4
4,125.0,4
6,190.0,7
5,294.0,7
9,507.0,7
5,84.0,8
7,465.0,8
10,226.0,8
5,502.0,10
3,471.0,11
5,250.0,11
10,10.0,14
8,121.0,14
7,412.0,14
5,503.0,14
7,54.0,15
1,195.0,15
2,281.0,15
7,13.0,16
4,139.0,16
6,371.0,16
4,311.0,18
5,58.0,18
MRI,6.0,21
6,276.0,21
2,14.0,22
7,226.0,22
4,155.0,23
6,257.0,23
5,427.0,23
10,364.0,23
5,376.0,24
5,376.0,25
5,35.0,0
10,75.0,0
8,77.0,0
5,11.0,1
3,43.0,1
7,322.0,1
3,125.0,2
7,394.0,2
8,127.0,3
5,494.0,4
8,52.0,7
5,206.0,7
6,349.0,7
5,124.0,8
9,155.0,7
7,328.0,8
8,415.0,8
9,326.0,9
5,441.0,9
4,32.0,10
10,127.0,8
6,149.0,10
8,233.0,10
5,452.0,10
MRI,25.0,11
7,120.0,11
3,216.0,11
5,375.0,11
6,70.0,14
5,344.0,14
7,3.0,15
5,60.0,15
3,280.0,15
1,490.0,15
4,23.0,16
7,62.0,16
6,204.0,16
8,67.0,17
5,503.0,18
8,20.0,21
5,354.0,21
2,28.0,22
