OT,surgery_duration,schedule_day,simulation_day
7,50,0,0
5,363,0,0
6,514,0,0
3,746,0,0
2,54,0,0
7,1511,0,0
2,148,1,1
3,56,1,1
5,241,1,1
8,91,1,1
MRI,31,1,1
MRI,24,1,1
MRI,64,1,1
MRI,60,1,1
MRI,71,1,1
2,107,1,1
8,94,1,1
5,126,1,1
2,57,1,1
7,642,1,1
7,82,2,2
4,180,2,2
7,27,2,2
3,140,2,2
3,14,1,1
4,180,2,2
3,130,2,2
9,3232,0,0
1,74,0,0
3,111,2,2
8,110,2,2
3,49,2,2
7,77,2,2
8,39,2,2
2,26,3,3
7,52,2,2
7,50,3,3
6,64,3,3
6,169,3,3
4,70,2,2
4,106,3,3
1,54,3,3
8,451,0,0
7,100,3,3
3,55,3,3
10,2853,2,2
7,98,3,3
7,46,4,4
MRI,35,4,4
MRI,61,4,4
3,363,4,4
4,735,4,4
3,207,4,4
10,250,4,4
5,1390,4,4
1,57,2,2
MRI,70,4,4
MRI,39,4,4
8,456,3,3
7,173,4,4
10,309,1,1
MRI,63,4,4
1,90,4,4
MRI,56,7,7
6,619,7,7
MRI,38,7,7
MRI,32,7,7
MRI,134,7,7
1,134,1,1
MRI,38,7,7
2,222,8,8
MRI,46,8,8
MRI,56,8,8
8,549,8,8
2,289,8,8
5,2315,7,7
MRI,71,8,8
3,850,8,8
7,291,8,8
7,59,9,9
4,49,9,9
7,67,9,9
4,149,9,9
7,96,9,9
6,339,9,9
3,62,8,8
5,1917,2,2
8,33,9,9
7,64,9,9
8,206,9,9
5,79,7,7
5,1464,9,9
7,48,10,10
3,47,10,10
1,179,7,7
10,1703,9,9
4,41,10,10
1,25,10,10
6,29,10,10
7,46,10,10
7,56,10,10
2,74,10,10
4,130,9,9
1,89,9,9
5,1332,10,10
MRI,30,1,1
10,207,8,8
MRI,85,11,11
4,120,11,11
10,79,11,11
10,172,7,7
MRI,38,11,11
MRI,60,11,11
4,122,11,11
7,35,11,11
5,636,11,11
2,84,7,7
1,65,8,8
3,212,7,7
3,77,11,11
6,184,9,9
8,233,11,11
MRI,66,7,7
7,177,11,11
10,117,7,7
3,278,11,11
6,405,14,14
5,547,14,14
8,368,7,7
7,903,14,14
1,74,11,11
MRI,59,15,15
7,39,15,15
MRI,53,15,15
2,421,15,15
10,19,15,15
9,135,9,9
10,55,15,15
5,157,15,15
3,558,15,15
5,134,15,15
2,33,14,14
8,326,15,15
10,255,14,14
2,236,15,15
5,20,16,16
7,69,16,16
4,54,16,16
7,62,16,16
1,889,15,15
1,101,14,14
7,63,16,16
4,221,16,16
6,915,16,16
6,109,16,16
5,1273,16,16
8,554,16,16
8,143,4,4
7,111,17,17
5,33,17,17
3,55,17,17
4,55,17,17
2,85,17,17
7,169,15,15
6,172,17,17
7,49,17,17
4,70,9,9
5,888,17,17
9,66,14,14
10,2364,16,16
7,59,14,14
7,35,16,16
MRI,68,18,18
MRI,61,18,18
1,78,16,16
MRI,38,18,18
4,792,18,18
10,108,10,10
MRI,67,18,18
4,130,10,10
5,1478,18,18
3,492,18,18
MRI,44,18,18
1,63,18,18
5,81,15,15
MRI,41,21,21
5,70,21,21
7,53,17,17
MRI,42,21,21
2,52,21,21
6,363,21,21
5,703,21,21
9,1013,21,21
MRI,45,21,21
8,249,18,18
3,40,22,22
10,44,22,22
7,63,22,22
4,31,22,22
10,156,21,21
4,39,22,22
3,22,22,22
5,151,22,22
MRI,59,22,22
4,41,22,22
7,600,22,22
8,967,22,22
5,58,22,22
MRI,42,22,22
MRI,41,15,15
1,62,22,22
7,65,23,23
4,201,23,23
5,52,23,23
6,77,23,23
6,107,23,23
2,25,22,22
4,26,23,23
8,138,23,23
4,203,23,23
10,182,18,18
7,1092,23,23
8,409,14,14
8,208,23,23
5,1359,23,23
2,308,22,22
7,63,24,24
3,41,24,24
7,49,24,24
4,50,24,24
