OT,surgery_duration,schedule_day,simulation_day
6,123,0,0
1,75,0,0
7,123,0,0
5,138,0,0
6,120,0,0
3,87,0,0
5,81,0,0
7,45,0,0
10,385,0,0
7,20,0,0
5,17,1,1
3,39,1,1
MRI,289,1,1
5,43,1,1
7,116,0,0
3,20,1,1
10,100,0,0
MRI,233,1,1
7,92,2,2
7,82,2,2
3,19,2,2
5,41,2,2
7,56,2,2
3,15,2,2
2,1002,1,1
9,83,2,2
1,60,1,1
5,1374,2,2
5,109,3,3
6,186,3,3
5,115,3,3
3,45,3,3
3,66,2,2
7,66,3,3
7,96,2,2
7,10,3,3
7,155,1,1
7,86,3,3
3,30,2,2
2,103,1,1
4,3446,2,2
5,19,1,1
5,24,2,2
5,92,4,4
2,9,3,3
6,319,4,4
10,4680,1,1
1,50,3,3
3,1334,4,4
7,53,1,1
2,11,1,1
MRI,243,4,4
MRI,563,4,4
8,4204,4,4
2,57,7,7
MRI,299,7,7
5,37,7,7
6,200,7,7
9,135,7,7
9,158,7,7
5,229,4,4
5,88,7,7
9,76,7,7
2,17,0,0
6,137,7,7
5,888,7,7
5,77,4,4
5,27,8,8
5,38,8,8
5,72,8,8
MRI,203,8,8
3,77,8,8
3,45,4,4
10,14,8,8
1,51,7,7
MRI,189,8,8
5,37,1,1
7,202,8,8
9,120,9,9
MRI,328,7,7
5,63,9,9
9,132,9,9
6,120,9,9
7,497,8,8
10,216,8,8
7,112,9,9
2,3127,8,8
4,1688,9,9
7,59,10,10
1,46,10,10
4,84,9,9
7,21,9,9
1,100,9,9
6,82,10,10
9,982,9,9
3,51,8,8
MRI,268,11,11
3,111,11,11
6,151,9,9
7,24,11,11
MRI,308,11,11
2,50,10,10
7,130,9,9
3,299,7,7
5,86,9,9
5,79,8,8
4,1651,11,11
7,154,11,11
5,1772,9,9
8,153,11,11
10,472,7,7
MRI,168,8,8
1,76,11,11
7,82,10,10
10,752,9,9
3,39,10,10
6,159,14,14
2,70,14,14
7,56,14,14
