OT,schedule_day
6,0
9,0
7,0
7,0
7,0
2,1
8,1
5,2
8,2
5,2
4,4
5,8
5,8
5,8
6,9
5,10
5,11
5,11
5,15
5,15
5,22
4,25
4,25
9,0
6,9
6,14
5,15
5,22
4,25
4,25
6,9
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
4,18
5,22
5,22
4,25
4,25
4,2
5,8
5,15
5,15
5,22
5,22
4,25
4,25
4,4
5,15
5,15
5,22
5,22
4,25
4,25
4,4
6,7
6,9
5,14
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
5,22
4,25
4,25
5,8
5,8
5,15
5,15
5,22
5,22
4,25
4,25
6,7
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,7
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
4,25
4,25
4,4
5,8
5,8
5,8
6,9
9,14
5,15
4,25
4,25
6,9
4,25
4,25
5,0
6,9
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
4,25
4,25
5,8
6,9
9,14
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
2,1
5,8
6,9
5,15
5,22
5,22
4,25
4,25
2,1
6,9
5,15
4,25
4,25
6,9
5,15
4,18
5,22
4,25
4,25
5,15
5,15
5,17
5,22
4,25
4,25
6,9
5,15
5,17
4,25
4,25
6,9
5,15
4,25
4,25
5,15
5,15
5,22
4,25
4,25
7,0
5,8
6,9
5,15
5,22
5,22
4,25
4,25
2,1
6,9
5,15
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,22
5,22
5,22
4,25
4,25
6,7
5,15
6,21
5,22
4,25
4,25
5,8
5,8
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
5,2
5,15
4,16
5,22
4,25
4,25
7,0
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
5,15
5,15
5,22
4,25
4,25
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
6,7
5,8
6,9
5,15
7,17
7,18
5,22
5,22
4,25
4,25
6,9
5,15
9,16
5,22
5,22
4,25
4,25
5,8
6,9
5,14
7,15
5,15
5,22
4,25
4,25
6,9
5,15
5,22
5,22
5,22
4,25
4,25
5,0
6,9
5,22
5,22
5,22
4,25
4,25
6,7
6,9
5,15
5,15
4,18
5,21
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
4,25
4,25
7,0
5,8
6,9
5,15
4,25
4,25
5,8
6,9
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
4,25
4,25
6,9
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
4,25
4,25
6,9
5,15
5,15
5,15
5,22
4,25
4,25
5,15
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,22
5,22
5,22
5,22
4,25
4,25
5,15
5,15
5,22
5,22
5,22
4,25
4,25
5,8
5,15
5,15
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,22
4,25
4,25
5,15
5,15
4,25
4,25
5,22
4,25
4,25
6,9
5,15
9,16
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,22
4,25
4,25
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
2,1
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
7,0
7,0
6,7
6,9
5,15
5,22
5,22
5,22
4,25
4,25
6,9
7,14
9,14
5,15
5,22
5,22
5,22
4,25
4,25
5,22
5,22
4,25
4,25
6,9
7,14
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,14
5,15
5,15
4,25
4,25
5,2
6,9
5,15
5,16
5,22
5,22
4,25
4,25
6,9
5,15
6,21
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,15
5,22
5,22
5,22
4,25
4,25
5,8
5,15
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,15
5,22
5,22
4,25
4,25
