OT,schedule_day
5,0
6,0
9,0
7,0
7,0
7,0
2,1
8,1
6,7
6,9
6,14
5,15
5,22
4,25
4,25
7,0
7,0
5,8
6,9
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
6,21
5,22
5,22
5,22
4,25
4,25
4,2
6,9
5,15
5,16
5,22
4,25
4,25
5,8
9,14
5,14
5,15
5,16
4,16
5,22
5,22
5,22
4,25
4,25
2,1
6,9
5,15
5,22
4,23
4,25
4,25
7,0
6,9
5,15
5,15
5,22
4,25
4,25
6,9
5,15
5,22
4,25
4,25
5,8
5,15
5,22
5,22
4,25
4,25
5,8
5,15
6,16
6,16
4,25
4,25
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
6,7
5,15
5,22
4,25
4,25
6,9
7,14
5,15
5,15
5,22
5,22
5,22
5,22
4,25
4,25
5,15
5,15
5,21
5,22
5,22
5,22
4,25
4,25
5,15
5,15
5,22
4,25
4,25
6,7
6,9
5,15
5,15
5,22
4,25
4,25
5,0
7,0
7,0
7,0
5,8
6,9
5,15
5,22
5,22
4,25
4,25
6,9
4,25
4,25
6,9
5,15
5,22
4,25
4,25
5,8
6,9
5,15
5,21
5,22
4,25
4,25
5,8
5,15
5,15
3,25
4,25
4,25
6,9
5,15
5,22
4,25
4,25
2,1
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
5,2
5,8
6,9
5,15
5,22
5,22
4,25
4,25
5,8
5,15
5,22
5,22
4,25
4,25
5,15
5,22
5,22
4,25
4,25
5,8
5,15
5,15
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,15
5,22
5,22
4,25
4,25
5,0
5,14
5,15
5,15
5,22
4,25
4,25
2,1
5,3
5,15
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
4,25
4,25
6,9
5,15
5,22
4,25
4,25
5,8
6,9
5,15
5,22
5,22
4,25
4,25
5,15
5,22
4,25
4,25
7,0
5,8
6,9
5,15
5,22
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
9,16
5,22
5,22
4,25
4,25
5,0
5,15
5,22
4,25
4,25
9,0
6,9
5,15
5,22
5,22
5,22
4,25
4,25
5,8
5,15
5,15
5,22
5,22
4,25
4,25
6,9
5,15
4,25
4,25
2,1
5,8
6,9
5,15
5,22
5,22
5,22
4,25
4,25
5,15
5,15
5,22
5,22
4,25
4,25
5,8
5,8
6,9
5,15
5,22
4,25
4,25
5,0
7,0
6,9
6,9
6,9
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,16
6,21
5,22
5,22
4,25
4,25
2,1
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
4,4
6,9
5,15
5,15
5,22
5,22
4,25
4,25
6,9
6,9
5,15
5,22
5,22
4,25
4,25
5,8
5,8
6,9
5,15
5,15
5,22
4,25
4,25
6,9
5,15
5,22
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
6,21
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
4,25
4,25
5,15
5,17
5,22
4,25
4,25
5,8
5,15
5,15
5,22
4,25
4,25
7,2
5,15
5,22
5,22
4,25
4,25
5,15
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
4,25
4,25
7,0
7,0
5,2
6,9
5,14
5,15
5,22
4,25
4,25
6,9
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
4,25
4,25
4,4
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
4,25
6,9
5,15
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,22
5,22
5,22
5,22
4,25
4,25
6,9
5,15
6,21
5,22
5,22
5,22
4,25
4,25
6,9
5,15
5,17
5,22
4,25
4,25
7,0
6,7
5,8
6,9
5,15
5,15
5,22
5,22
5,22
4,25
4,25
6,7
5,15
6,21
5,22
5,22
5,22
5,22
4,25
4,25
2,1
5,8
6,9
5,15
4,18
5,22
5,22
4,25
4,25
5,15
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,15
5,22
5,22
4,25
4,25
5,8
5,8
6,9
5,15
6,21
5,22
5,22
5,22
4,25
4,25
7,0
5,8
6,9
5,15
5,16
5,22
5,22
4,25
4,25
2,1
5,15
5,22
5,22
4,25
4,25
5,0
5,8
5,15
5,16
5,22
5,22
5,22
4,25
4,25
5,8
6,9
5,15
5,22
4,25
4,25
