OT,surgery_duration,schedule_day,simulation_day
6,123,0,0
7,91,0,0
1,75,0,0
5,138,0,0
6,120,0,0
3,87,0,0
5,81,0,0
10,249,0,0
7,1070,0,0
2,57,1,1
MRI,289,1,1
5,125,1,1
3,50,1,1
2,60,1,1
2,20,1,1
7,52,1,1
7,70,1,1
9,130,0,0
7,116,0,0
9,116,0,0
3,58,1,1
MRI,233,1,1
5,42,1,1
7,25,2,2
4,21,2,2
3,45,2,2
5,41,2,2
10,48,2,2
7,20,2,2
9,71,0,0
9,608,2,2
7,86,2,2
1,60,1,1
10,206,2,2
4,48,2,2
5,29,3,3
7,84,3,3
7,100,1,1
7,89,3,3
1,61,3,3
6,229,3,3
5,71,3,3
7,102,1,1
7,59,2,2
7,46,2,2
6,186,3,3
7,56,4,4
7,77,4,4
4,158,4,4
5,24,2,2
10,842,1,1
4,30,4,4
4,111,4,4
5,92,4,4
6,319,4,4
4,508,3,3
8,480,4,4
3,4203,2,2
5,208,2,2
7,40,4,4
MRI,563,4,4
5,827,4,4
1,83,2,2
10,426,3,3
5,73,7,7
2,61,7,7
6,200,7,7
9,183,7,7
5,35,7,7
MRI,769,7,7
2,17,0,0
6,137,7,7
3,34,8,8
10,463,7,7
5,1948,7,7
10,14,8,8
1,51,7,7
3,62,8,8
10,103,9,9
1,60,8,8
2,884,1,1
7,229,8,8
6,109,9,9
5,44,9,9
2,2007,8,8
7,330,9,9
7,21,9,9
5,150,9,9
10,216,8,8
9,115,7,7
1,45,4,4
5,119,10,10
7,19,8,8
4,2014,9,9
6,164,10,10
6,216,9,9
10,131,9,9
7,118,10,10
3,390,10,10
1,100,9,9
5,70,10,10
2,59,10,10
3,299,7,7
7,64,11,11
3,51,11,11
3,24,11,11
5,59,11,11
5,158,11,11
5,125,9,9
3,24,11,11
6,106,10,10
MRI,486,11,11
1,55,10,10
7,34,11,11
2,74,3,3
6,118,11,11
5,37,4,4
7,93,10,10
4,2091,11,11
10,1953,4,4
7,47,11,11
10,148,10,10
MRI,466,8,8
5,137,14,14
5,69,14,14
6,109,14,14
6,115,14,14
3,74,8,8
7,71,14,14
9,99,14,14
2,29,14,14
1,278,11,11
3,53,15,15
5,15,15,15
MRI,367,15,15
10,192,15,15
5,18,15,15
5,30,15,15
9,321,9,9
7,1566,14,14
7,70,14,14
9,126,14,14
5,23,15,15
7,61,15,15
MRI,508,15,15
9,235,14,14
5,20,16,16
1,94,14,14
9,73,16,16
7,77,16,16
7,60,16,16
7,69,16,16
4,65,16,16
10,102,16,16
4,86,16,16
5,78,16,16
6,116,16,16
6,67,17,17
