OT,schedule_day
5,23
4,23
5,23
4,25
4,25
5,0
6,0
6,7
5,8
5,8
7,15
5,15
4,18
5,22
5,22
6,23
5,24
4,25
4,25
5,7
6,7
5,8
9,9
9,9
5,10
5,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
5,17
5,18
4,18
9,21
5,22
5,22
5,22
9,23
5,25
5,25
4,25
4,25
4,4
5,7
6,7
7,8
5,8
5,8
5,10
5,14
6,14
7,14
9,14
5,15
5,15
5,16
5,18
6,21
5,22
5,23
5,23
7,23
4,25
4,25
5,0
6,0
2,1
7,3
4,4
5,4
4,4
6,7
7,8
5,10
6,14
7,14
5,15
5,15
5,16
6,16
5,22
5,22
5,22
5,23
5,23
5,24
4,25
4,25
4,4
6,7
5,8
5,8
9,9
5,10
5,14
7,14
9,14
5,15
5,15
9,16
4,18
5,21
5,22
5,23
6,23
4,25
4,25
5,0
6,0
7,4
7,4
5,8
9,9
5,14
7,14
5,15
4,18
4,18
5,22
4,25
4,25
5,8
5,10
5,10
9,14
7,14
9,14
5,15
4,18
6,21
5,22
5,22
5,23
3,25
5,25
4,25
4,25
4,4
6,7
5,8
9,9
7,14
5,15
5,15
5,22
5,23
5,23
4,25
4,25
8,2
9,9
9,9
5,10
5,10
9,14
7,14
9,14
5,15
9,16
9,16
4,18
4,18
9,21
6,21
5,22
5,22
5,24
4,25
4,25
5,0
6,0
9,2
5,4
6,7
5,14
6,14
7,14
5,15
6,21
5,22
5,22
5,23
5,23
4,25
4,25
5,0
6,0
5,7
6,7
9,7
7,8
5,8
5,10
7,14
9,14
5,15
5,21
6,21
5,22
5,23
6,23
5,24
5,25
5,25
4,25
4,25
5,0
2,1
5,7
6,7
9,9
7,14
5,15
5,16
5,17
4,18
6,21
3,22
3,22
5,22
5,22
5,22
6,23
5,23
4,25
4,25
5,0
6,0
9,7
3,8
5,8
5,8
5,8
9,9
5,11
7,14
7,14
9,14
7,15
5,15
5,15
5,15
5,16
5,22
5,22
5,23
5,23
6,23
5,24
5,25
5,25
4,25
4,25
9,2
6,7
7,14
7,15
5,15
5,22
4,25
4,25
4,25
4,4
4,4
4,4
6,7
9,7
7,8
5,8
3,11
7,14
5,14
6,14
7,14
9,14
5,15
9,16
4,18
5,22
5,22
5,22
5,22
5,22
5,23
6,23
4,25
4,25
6,0
9,2
4,4
3,4
5,7
6,7
5,8
9,14
9,14
5,15
6,16
4,18
5,22
5,22
6,23
4,25
4,25
2,1
9,14
5,15
5,16
3,22
5,22
6,23
4,25
4,25
4,25
9,0
4,4
4,4
9,7
5,8
5,9
5,11
7,14
9,14
5,15
5,22
5,22
5,22
6,23
4,25
4,25
9,2
4,4
4,4
9,7
5,8
9,9
9,9
5,10
9,14
7,14
9,14
5,15
9,16
9,16
4,18
4,18
9,21
5,22
4,25
4,25
4,4
6,7
5,8
6,9
9,9
9,14
7,14
9,14
5,15
5,15
9,16
5,22
5,23
4,25
5,25
5,25
4,25
4,25
9,2
5,7
6,7
5,8
5,8
9,9
7,14
5,15
6,21
5,22
5,22
5,23
4,25
4,25
4,4
4,4
9,7
5,8
5,14
7,14
9,14
9,16
4,18
5,22
4,25
4,25
5,0
9,2
9,7
5,9
9,14
7,14
9,14
5,15
5,15
5,16
9,16
9,16
4,18
9,21
5,21
5,22
5,22
5,23
4,25
5,25
5,25
4,25
4,25
5,0
6,0
9,2
4,4
6,7
9,9
7,14
5,15
5,15
5,15
5,22
5,22
5,22
5,23
4,23
5,24
5,25
4,25
4,25
9,9
9,9
5,14
9,14
7,14
9,14
7,15
5,15
9,16
6,16
4,18
4,18
6,21
5,22
5,22
5,23
4,25
4,25
9,2
5,2
7,2
5,7
5,10
7,14
9,14
7,15
5,15
5,15
6,21
5,22
5,22
5,23
4,25
4,25
9,2
5,4
6,7
5,8
9,9
9,9
7,14
7,14
7,15
5,15
5,15
6,21
5,22
5,22
5,22
5,23
5,24
4,25
4,25
4,25
9,2
4,4
4,4
7,4
5,7
6,7
5,15
5,18
4,18
4,18
9,21
6,21
5,22
5,23
7,23
4,25
4,25
5,0
6,0
9,2
4,4
4,4
4,4
6,7
5,8
5,8
5,8
9,9
9,9
5,14
6,14
7,14
9,14
5,15
4,18
5,22
5,22
5,22
5,23
4,25
4,25
6,7
5,10
7,14
5,15
5,15
4,18
5,22
5,22
5,23
4,25
4,25
5,0
9,2
4,4
4,4
6,7
5,8
5,11
9,14
9,14
5,15
5,16
9,16
9,16
9,16
4,16
7,16
7,16
4,18
4,18
4,18
6,21
5,22
4,25
4,25
9,2
5,7
6,7
5,10
7,14
5,15
9,16
9,16
4,18
4,18
6,21
5,22
5,22
5,23
4,25
4,25
6,7
5,8
5,8
7,14
5,15
9,16
5,22
5,23
5,23
4,25
4,25
9,2
4,4
7,14
5,15
9,16
9,16
6,16
5,17
5,17
5,22
5,22
5,22
5,22
5,22
5,23
5,23
5,24
4,25
4,25
5,0
6,0
9,2
4,4
5,7
6,7
5,8
8,9
3,11
7,14
5,15
6,16
5,22
5,22
5,23
5,23
4,25
4,25
4,4
7,4
6,7
5,8
5,8
9,9
5,14
7,14
5,15
5,15
9,16
9,16
4,18
5,22
4,25
4,25
4,4
5,8
5,8
7,14
5,15
7,16
5,22
5,22
5,22
5,23
5,24
4,25
4,25
4,25
5,0
6,0
5,1
5,4
5,4
4,4
5,7
6,7
9,9
9,9
9,14
7,14
9,14
5,15
9,16
9,16
5,17
4,18
5,22
5,23
5,23
6,23
4,25
4,25
9,2
4,4
4,4
6,7
5,8
9,9
5,14
6,14
9,14
7,14
9,14
5,15
5,15
9,16
4,18
4,18
5,22
5,24
4,25
4,25
4,25
4,4
7,14
5,15
5,15
5,22
5,22
9,23
4,25
4,25
4,4
5,8
9,9
9,9
5,15
5,22
5,23
5,25
4,25
4,25
2,1
6,7
5,8
5,8
5,14
7,14
5,15
9,16
7,16
4,18
5,22
5,23
5,23
4,25
4,25
5,7
5,8
5,8
5,8
5,10
9,14
7,14
9,14
5,15
9,16
9,16
4,18
5,22
5,22
5,22
5,23
4,25
4,25
4,25
4,4
5,8
9,9
5,10
9,14
7,14
9,14
5,15
5,15
9,21
5,22
5,22
9,23
5,23
5,23
6,23
4,25
4,25
4,25
5,0
6,0
9,2
4,4
5,7
6,7
7,8
9,14
7,14
5,15
5,15
9,16
9,16
4,18
4,18
MRI,18
MRI,18
6,21
5,22
5,23
4,25
5,25
5,25
4,25
4,25
5,0
6,0
4,4
6,7
5,8
5,8
5,10
7,14
5,15
9,16
9,16
2,22
5,22
5,23
4,25
4,25
5,0
5,7
6,7
5,8
7,14
9,14
5,15
5,15
9,16
9,16
4,18
5,21
5,22
4,25
4,25
7,4
7,4
5,7
7,8
5,14
7,14
5,15
5,15
5,22
5,22
5,23
5,25
4,25
4,25
5,0
4,4
4,4
6,7
5,8
9,9
9,14
7,14
9,14
5,15
9,16
9,16
5,22
5,22
5,23
6,23
4,25
4,25
5,2
4,4
9,9
5,10
7,14
9,14
9,16
5,22
4,25
4,25
9,2
4,4
4,4
9,7
5,8
9,9
9,9
9,14
5,15
5,22
5,23
4,25
4,25
