OT,schedule_day
5,2
4,3
4,4
5,4
5,7
6,7
9,7
7,8
5,8
3,8
9,9
10,9
10,9
9,9
8,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
5,16
9,16
9,16
7,16
4,18
4,18
7,18
5,21
9,21
6,21
3,22
5,22
5,22
5,23
5,23
7,23
5,23
7,23
5,24
5,24
7,25
4,25
3,25
4,25
4,25
4,25
5,0
6,0
4,2
9,2
5,2
8,2
4,2
5,2
7,2
4,4
5,4
7,4
7,4
5,7
6,7
9,7
7,8
9,9
8,9
9,9
5,10
5,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
7,16
10,17
10,17
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,23
7,23
5,24
4,25
4,25
4,25
5,0
6,0
5,2
9,2
8,2
5,2
7,2
7,3
7,3
4,4
5,4
5,4
4,4
5,7
9,7
7,8
5,8
7,9
9,9
5,10
5,10
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
6,16
4,18
4,18
7,18
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
4,25
4,25
4,25
5,0
6,0
9,2
4,4
4,4
6,7
MRI,7
9,7
3,8
5,8
9,9
1,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
4,18
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
5,24
5,24
5,24
4,25
4,25
4,25
5,0
6,0
8,2
9,2
5,2
7,2
4,4
5,4
5,7
9,7
5,8
5,8
5,8
9,9
9,9
5,14
6,14
9,14
7,14
9,14
5,15
5,15
5,15
9,16
9,16
6,16
10,17
4,18
4,18
7,18
6,21
5,22
5,22
5,23
5,23
7,23
7,23
5,24
5,24
3,25
4,25
4,25
4,25
5,0
6,0
9,2
4,4
4,4
4,4
5,7
6,7
9,7
3,8
9,9
9,9
5,10
7,10
7,11
7,11
7,11
7,11
7,11
6,14
9,14
7,14
9,14
5,15
9,16
9,16
4,18
3,22
5,22
5,22
5,22
5,22
5,23
5,23
4,25
5,25
5,25
5,25
4,25
4,25
5,0
6,0
9,2
5,2
7,2
4,4
4,4
9,7
9,9
9,9
7,10
5,14
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
4,18
4,18
4,18
7,18
9,21
6,21
5,22
5,22
5,22
5,23
5,23
7,23
7,23
4,25
4,25
4,25
4,25
6,0
9,2
4,2
4,4
5,4
4,4
5,7
6,7
9,7
9,9
9,9
5,10
5,10
7,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
6,16
7,16
7,16
4,18
4,18
4,18
7,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
7,23
7,23
5,24
4,25
4,25
4,25
5,0
6,0
9,2
5,2
7,2
4,4
4,4
4,4
5,7
6,7
9,7
5,8
3,8
3,8
5,8
9,9
9,9
5,10
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,22
5,23
7,23
4,25
4,25
4,25
5,0
6,0
9,2
4,4
5,4
4,4
5,7
6,7
9,7
3,8
3,8
5,8
9,9
8,9
9,9
5,10
5,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
7,15
5,15
9,16
9,16
7,16
7,16
4,18
4,18
5,21
6,21
5,22
5,22
5,23
5,23
7,23
5,23
7,23
5,24
4,25
4,25
4,25
5,0
6,0
9,2
5,4
4,4
5,4
5,7
6,7
7,8
5,8
3,8
3,8
9,9
9,9
3,11
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
4,18
4,18
4,18
9,21
6,21
5,22
5,22
5,23
5,23
4,25
4,25
4,25
4,25
5,0
6,0
9,2
5,2
4,4
5,7
6,7
9,7
5,8
5,8
9,9
9,9
7,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
4,18
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
7,23
7,23
4,25
5,25
4,25
4,25
4,25
5,0
6,0
9,2
4,4
5,7
6,7
7,8
8,9
5,10
5,10
7,14
5,14
9,14
7,14
9,14
7,15
5,15
5,15
9,16
9,16
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
7,23
5,24
4,25
4,25
4,25
4,25
5,0
6,0
2,1
4,4
5,4
7,4
7,4
5,7
6,7
9,7
5,8
9,9
8,9
9,9
5,10
5,11
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
5,18
4,18
4,18
4,18
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
4,25
4,25
4,25
5,0
6,0
5,2
9,2
8,2
1,2
10,2
5,2
7,2
10,3
4,4
5,4
5,4
4,4
4,4
7,4
7,4
5,7
6,7
9,7
3,8
5,9
9,9
10,9
10,9
8,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
7,15
5,15
5,16
9,16
9,16
6,16
10,16
7,16
7,16
10,17
10,17
4,18
4,18
4,18
7,18
7,18
5,21
9,21
3,22
5,22
5,22
5,23
5,23
7,23
7,23
5,24
4,25
4,25
4,25
6,0
9,2
4,4
5,4
5,7
6,7
9,7
7,8
9,9
10,9
10,9
9,9
10,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
10,17
10,17
5,18
4,18
4,18
4,18
7,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
6,23
7,23
7,23
4,25
4,25
4,25
5,0
6,0
9,2
5,2
5,4
4,4
5,7
9,7
7,8
5,8
3,8
3,8
5,8
8,9
9,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
5,18
4,18
4,18
4,18
7,18
7,18
5,21
9,21
5,22
5,22
5,23
5,23
7,23
5,24
5,24
7,25
4,25
4,25
4,25
4,25
5,0
6,0
9,2
5,2
5,4
4,4
5,4
4,4
4,4
5,7
9,7
3,8
5,8
5,9
9,9
8,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
5,15
5,16
9,16
9,16
6,16
7,16
7,16
10,17
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
5,24
5,24
7,25
4,25
4,25
4,25
5,0
9,2
5,4
4,4
5,4
10,4
4,4
4,4
5,7
6,7
9,7
7,8
5,8
8,9
9,9
7,9
8,9
9,9
10,9
8,10
7,14
5,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
5,17
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,23
7,23
7,23
5,24
4,25
4,25
4,25
9,0
5,0
6,0
2,1
2,1
9,2
5,2
5,4
4,4
5,4
5,4
4,4
5,7
6,7
9,7
3,8
9,9
10,9
10,9
8,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
4,18
8,18
4,18
4,18
5,21
9,21
6,21
3,22
5,22
5,22
5,22
5,23
5,23
7,23
7,23
5,24
7,25
4,25
5,25
4,25
4,25
5,0
6,0
8,1
5,2
9,2
5,2
8,3
10,3
5,3
4,4
5,4
5,4
4,4
4,4
5,7
9,7
7,8
5,8
3,8
3,8
5,8
5,9
9,9
8,9
9,9
3,11
5,11
5,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
5,16
9,16
9,16
7,16
7,16
5,18
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,23
4,25
4,25
2,1
5,2
5,7
6,7
9,7
7,8
5,9
9,9
7,9
8,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
9,16
9,16
7,16
4,18
4,18
4,18
9,21
6,21
5,22
5,22
5,22
5,22
5,23
4,25
4,25
4,25
5,0
6,0
9,2
7,2
4,4
5,4
4,4
5,7
6,7
7,8
8,8
10,8
5,8
9,9
10,9
8,9
9,9
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
4,18
4,18
5,21
9,21
6,21
3,22
5,22
5,22
5,23
5,23
5,24
4,25
4,25
4,25
5,0
9,2
4,4
4,4
5,7
6,7
9,7
9,9
8,9
9,9
5,10
5,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
4,18
5,21
6,21
3,22
5,22
5,22
5,22
5,23
5,23
6,23
5,23
5,24
4,25
4,25
4,25
5,0
6,0
9,2
4,4
5,7
6,7
5,9
10,9
10,9
9,9
10,9
7,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
4,18
7,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,22
5,22
5,23
7,23
4,25
4,25
4,25
5,0
9,2
7,2
7,2
5,2
7,2
4,4
4,4
5,7
6,7
9,7
7,8
10,9
8,9
10,9
5,14
6,14
9,14
7,14
9,14
5,15
9,16
7,16
7,16
4,18
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
3,25
4,25
4,25
4,25
4,25
9,0
5,0
6,0
9,2
5,2
7,2
4,4
5,4
5,7
6,7
9,7
10,8
7,8
5,8
3,8
5,8
9,9
9,9
5,10
5,10
5,11
3,11
5,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
4,18
4,18
6,21
3,22
3,22
5,22
5,22
5,23
5,23
5,24
5,24
4,25
4,25
4,25
6,0
2,1
9,2
4,4
4,4
5,7
9,7
7,8
3,8
3,8
5,9
9,9
9,9
5,11
5,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
6,16
4,18
4,18
7,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
5,24
5,25
4,25
4,25
9,0
5,0
9,2
4,4
5,4
4,4
4,4
5,7
6,7
9,7
7,8
8,8
10,8
5,8
3,8
5,8
5,9
9,9
7,9
10,9
10,9
8,9
9,9
10,9
5,10
5,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
7,15
5,15
8,16
9,16
8,16
9,16
7,16
7,16
5,21
6,21
5,22
5,22
5,22
5,22
5,22
5,22
5,23
5,23
7,23
5,23
7,23
7,25
4,25
4,25
4,25
5,0
6,0
5,2
4,2
9,2
8,2
10,2
5,2
7,2
10,3
4,4
5,4
4,4
5,7
6,7
9,7
7,8
3,8
9,9
8,9
9,9
5,11
3,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
5,16
9,16
9,16
7,16
4,18
4,18
4,18
8,21
5,21
9,21
6,21
10,21
3,22
3,22
5,22
5,22
5,22
5,23
6,23
4,25
4,25
4,25
4,25
5,0
6,0
2,1
2,1
9,2
5,2
4,4
4,4
4,4
5,7
6,7
9,7
7,8
5,8
9,9
10,9
10,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
4,16
9,16
9,16
7,16
7,16
10,17
4,18
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,23
7,23
7,25
4,25
4,25
4,25
4,25
5,0
6,0
2,1
9,2
5,2
4,4
4,4
4,4
5,7
6,7
9,7
7,8
3,8
3,8
5,8
9,9
8,9
9,9
8,10
7,10
6,14
9,14
7,14
9,14
7,15
5,15
5,15
9,16
9,16
10,17
4,18
4,18
9,21
6,21
3,22
3,22
5,22
5,22
5,23
5,24
7,25
4,25
4,25
4,25
5,0
6,0
9,2
4,4
5,4
4,4
4,4
5,7
9,7
5,8
9,9
9,9
5,11
5,14
6,14
9,14
7,14
9,14
7,15
5,15
6,16
4,18
9,21
5,22
5,22
5,22
5,23
4,25
4,25
4,25
6,0
5,2
4,2
9,2
8,2
5,2
7,2
4,4
5,4
5,7
9,7
10,8
7,8
5,8
9,9
9,9
5,10
7,10
7,10
5,10
7,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
9,16
9,16
7,16
4,18
4,18
4,18
7,18
7,18
5,21
9,21
6,21
5,22
5,22
5,22
5,23
5,23
7,23
4,25
4,25
4,25
4,25
5,0
6,0
9,2
5,2
7,3
7,3
7,3
7,3
4,4
5,4
4,4
5,7
6,7
5,8
5,9
9,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
7,16
10,17
4,18
5,21
6,21
5,22
5,22
5,22
5,22
5,23
5,23
7,23
7,23
5,24
4,25
5,25
4,25
4,25
4,25
5,0
6,0
5,2
7,2
5,4
4,4
5,7
6,7
7,8
5,8
5,9
8,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
5,18
5,21
6,21
5,22
5,22
9,23
5,23
5,23
7,23
5,23
7,23
5,24
4,25
5,25
4,25
4,25
5,0
6,0
1,2
1,3
5,4
1,4
4,4
5,7
6,7
5,8
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
9,16
9,16
5,18
4,18
4,18
5,21
6,21
5,22
5,22
5,22
5,22
5,23
5,23
7,23
7,23
4,25
4,25
4,25
5,0
6,0
9,2
1,2
5,4
4,4
4,4
7,4
7,4
5,7
6,7
9,9
5,10
5,14
7,14
9,14
7,15
5,15
5,15
5,15
9,16
7,16
4,18
4,18
7,18
5,21
6,21
5,22
5,22
5,22
5,23
5,23
6,23
4,23
7,23
5,23
5,24
4,25
4,25
4,25
5,0
6,0
9,2
7,2
5,2
7,2
5,4
4,4
5,4
4,4
4,4
5,7
6,7
9,7
7,8
5,8
9,9
8,9
9,9
5,10
5,10
7,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
5,18
4,18
4,18
5,21
6,21
5,22
5,22
5,23
5,23
6,23
7,23
5,24
4,25
4,25
4,25
4,25
5,0
2,1
2,1
5,2
4,2
9,2
5,2
4,4
5,7
6,7
7,8
5,8
3,8
9,9
10,9
10,9
9,9
10,9
8,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
2,15
5,15
5,15
9,16
9,16
7,16
5,17
5,18
4,18
4,18
4,18
7,18
7,18
8,21
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,22
5,23
5,23
6,23
7,23
7,23
5,24
4,25
5,25
4,25
4,25
4,25
5,0
6,0
4,2
9,2
4,2
5,2
4,4
5,4
5,4
4,4
5,7
6,7
9,7
7,8
8,8
10,8
5,8
2,8
5,8
5,9
10,9
10,9
8,9
9,9
10,9
3,11
7,14
5,14
6,14
9,14
7,14
9,14
5,15
7,15
8,15
5,15
9,16
9,16
7,16
7,16
10,17
10,17
5,18
4,18
8,18
10,18
4,18
4,18
7,18
7,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
6,23
7,23
7,23
5,24
7,25
4,25
4,25
4,25
5,0
6,0
2,1
7,1
5,2
9,2
8,2
10,2
5,2
7,2
10,3
5,3
4,4
5,4
5,7
6,7
9,7
7,8
5,8
3,8
9,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
4,18
4,18
4,18
5,21
9,21
6,21
5,22
3,22
5,22
5,22
5,23
5,23
7,23
5,24
4,25
4,25
4,25
4,25
9,2
4,4
4,4
7,4
7,4
5,7
6,7
9,7
5,8
9,9
9,9
5,10
5,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
4,18
4,18
4,18
5,21
9,21
5,22
5,22
5,23
4,25
4,25
4,25
5,0
6,0
5,4
5,4
5,7
6,7
7,8
5,8
9,9
10,9
10,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
9,16
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,22
5,23
5,23
6,23
7,23
7,23
5,24
5,24
4,25
4,25
6,0
5,1
5,2
9,2
8,2
5,2
7,2
10,3
5,3
4,4
5,7
6,7
9,7
7,8
8,8
5,8
5,9
9,9
10,9
10,9
8,9
9,9
10,9
3,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
7,16
5,18
4,18
8,18
10,18
4,18
4,18
7,18
7,18
5,21
5,22
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
7,25
4,25
4,25
4,25
5,0
5,2
9,2
8,2
5,2
7,2
10,3
5,7
7,8
3,8
5,8
9,9
8,9
9,9
5,10
7,10
7,10
5,10
7,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
7,15
8,15
2,15
5,15
5,15
5,15
5,16
4,16
9,16
9,16
10,16
6,16
7,16
7,16
4,18
4,18
5,21
9,21
5,22
5,22
5,23
5,23
7,23
5,23
7,23
5,24
5,25
4,25
4,25
7,1
9,2
5,4
5,7
6,7
7,8
8,8
5,8
5,9
10,9
10,9
8,9
9,9
10,9
5,10
5,10
5,11
8,11
8,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
7,16
5,18
4,18
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
7,23
5,23
7,23
5,24
7,25
3,25
4,25
4,25
4,25
5,0
6,0
10,1
7,1
8,2
9,2
5,2
8,2
5,2
7,2
5,3
5,4
4,4
5,4
5,4
4,4
4,4
7,4
5,7
9,7
7,8
3,8
5,8
5,9
9,9
9,9
7,9
10,9
10,9
8,9
9,9
10,9
4,9
8,10
7,14
5,14
9,14
7,14
9,14
7,15
5,15
5,16
9,16
9,16
6,16
7,16
7,16
10,17
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
7,23
5,23
7,23
3,25
5,25
4,25
4,25
5,0
6,0
4,2
9,2
4,2
5,2
7,2
4,4
5,4
4,4
7,4
7,4
5,7
6,7
7,8
9,9
10,9
10,9
8,9
9,9
5,10
5,10
5,10
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,15
6,16
7,18
5,21
5,22
5,22
5,23
7,23
7,23
7,24
7,24
7,24
5,24
7,24
4,25
4,25
5,0
6,0
7,1
5,2
4,2
9,2
8,2
10,2
5,2
7,2
8,3
5,3
4,4
5,4
4,4
7,4
5,7
6,7
9,7
7,8
9,9
10,9
9,9
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
6,16
7,16
4,18
4,18
4,18
9,21
6,21
5,22
5,22
5,23
5,23
4,25
4,25
4,25
5,0
6,0
5,2
9,2
4,4
5,4
4,4
4,4
5,7
6,7
9,7
7,8
MRI,8
5,8
3,8
3,8
5,8
5,8
8,9
9,9
10,9
10,9
9,9
5,14
6,14
9,14
7,14
9,14
9,16
9,16
7,16
4,18
4,18
4,18
9,21
6,21
2,22
3,22
3,22
5,22
5,22
5,22
5,23
5,24
4,25
5,25
4,25
4,25
5,0
6,0
9,2
5,2
4,4
4,4
4,4
5,7
6,7
9,7
7,8
3,8
3,8
5,8
9,9
10,9
10,9
8,9
9,9
10,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
4,18
4,18
5,21
9,21
6,21
10,21
3,22
3,22
5,22
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
5,24
7,25
3,25
4,25
3,25
5,25
4,25
4,25
4,25
5,0
6,0
9,2
5,2
7,2
4,4
5,4
5,4
4,4
5,7
6,7
9,7
7,8
5,8
5,8
9,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
10,17
5,18
4,18
4,18
4,18
5,22
5,22
5,23
7,23
7,25
4,25
3,25
4,25
4,25
6,0
9,2
5,2
7,2
4,4
5,4
5,4
4,4
4,4
5,7
6,7
9,7
3,8
3,8
9,9
9,9
5,10
5,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
7,16
5,17
4,18
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
6,23
7,23
7,23
5,24
4,25
4,25
4,25
5,0
6,0
9,2
5,2
5,4
4,4
5,4
4,4
5,7
9,7
7,8
5,8
5,8
9,9
10,9
10,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
2,15
5,15
9,16
9,16
7,16
4,18
7,18
5,21
9,21
6,21
3,22
5,22
5,22
5,23
5,23
5,24
7,25
4,25
4,25
4,25
4,25
5,0
5,2
9,2
5,2
7,2
4,4
5,4
4,4
4,4
5,7
6,7
9,7
7,8
3,8
3,8
9,9
9,9
5,10
5,10
5,10
7,14
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
7,16
7,16
10,17
10,17
5,18
4,18
8,18
10,18
4,18
4,18
7,18
7,18
5,21
9,21
5,22
5,22
5,23
5,23
6,23
4,23
7,23
5,23
7,23
7,25
3,25
4,25
3,25
5,25
4,25
4,25
5,0
6,0
4,2
9,2
1,2
5,2
4,4
5,4
4,4
5,7
6,7
9,7
7,8
5,8
3,8
3,8
5,8
5,9
9,9
7,9
10,9
10,9
8,9
9,9
10,9
7,14
6,14
9,14
7,14
9,14
9,16
9,16
7,16
4,18
4,18
4,18
5,21
9,21
6,21
3,22
3,22
5,22
5,22
5,23
5,23
7,23
7,23
4,25
5,25
4,25
4,25
4,25
6,0
9,2
4,4
4,4
5,7
6,7
9,7
5,8
3,8
5,8
9,9
9,9
5,10
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
7,16
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
4,25
4,25
4,25
4,25
6,0
5,1
5,1
9,2
5,2
7,2
4,4
5,4
4,4
5,7
6,7
9,7
7,8
9,9
9,9
5,10
7,14
5,14
6,14
7,14
9,14
8,15
5,15
5,15
9,16
9,16
5,17
4,18
5,21
9,21
5,22
5,22
5,23
5,23
6,23
7,23
5,23
7,23
5,24
4,25
4,25
4,25
5,0
5,2
9,2
5,2
7,2
5,4
4,4
5,4
4,4
5,7
6,7
9,7
7,8
9,9
8,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
6,16
4,18
4,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
7,23
7,23
5,24
5,24
4,25
4,25
4,25
5,0
6,0
9,2
5,2
7,2
5,4
4,4
5,4
4,4
4,4
5,7
6,7
9,7
7,8
5,8
3,8
9,9
10,9
10,9
8,9
9,9
10,9
7,14
5,14
7,14
5,15
5,16
4,18
5,21
9,21
6,21
5,22
5,23
5,23
6,23
7,23
7,23
5,24
7,25
4,25
4,25
4,25
5,0
6,0
5,1
9,2
4,4
4,4
4,4
5,7
9,7
7,8
5,8
3,8
8,9
9,9
9,9
5,10
5,10
5,14
6,14
9,14
7,14
9,14
5,15
9,16
9,16
5,17
4,18
4,18
4,18
5,21
9,21
6,21
3,22
5,22
5,22
5,23
5,23
5,23
5,24
4,25
4,25
4,25
5,0
6,0
5,2
9,2
8,2
10,2
5,2
7,2
10,3
5,4
4,4
5,4
5,4
5,7
6,7
9,7
7,8
5,9
9,9
10,9
10,9
8,9
9,9
10,9
3,11
7,14
5,14
6,14
9,14
7,14
9,14
7,15
8,15
3,15
5,15
5,16
4,16
9,16
9,16
10,16
7,16
7,16
10,17
5,18
4,18
8,18
4,18
4,18
7,18
7,18
5,21
9,21
6,21
5,22
5,22
5,23
5,23
6,23
7,23
7,23
5,24
5,24
7,25
4,25
5,25
4,25
4,25
4,25
5,0
2,1
2,1
5,2
4,2
8,2
5,2
7,2
10,3
