OT,surgery_duration,schedule_day,simulation_day
5,550,0,0
10,93,0,0
3,412,0,0
6,982,0,0
7,1170,0,0
MRI,54,1,1
MRI,39,1,1
MRI,51,1,1
2,76,1,1
3,288,1,1
MRI,43,1,1
5,296,1,1
MRI,50,1,1
8,99,1,1
5,48,1,1
1,79,0,0
3,21,1,1
10,112,0,0
5,88,1,1
2,119,1,1
7,383,1,1
MRI,58,1,1
3,111,2,2
4,215,2,2
7,459,2,2
3,198,2,2
1,87,1,1
8,99,2,2
4,80,2,2
7,48,2,2
7,55,2,2
6,125,3,3
7,41,3,3
4,76,3,3
5,1127,3,3
10,61,3,3
10,129,0,0
MRI,38,4,4
MRI,55,4,4
2,69,1,1
5,526,2,2
MRI,55,4,4
3,64,3,3
3,162,4,4
MRI,51,4,4
7,40,2,2
5,887,4,4
4,1019,4,4
2,70,3,3
8,111,1,1
10,270,1,1
7,64,3,3
1,131,3,3
8,410,0,0
1,24,4,4
6,512,7,7
MRI,34,7,7
MRI,49,7,7
3,31,4,4
10,149,2,2
MRI,13,8,8
5,92,8,8
MRI,49,7,7
5,101,8,8
3,41,8,8
5,138,8,8
2,793,8,8
2,74,7,7
5,1175,7,7
3,64,2,2
7,76,9,9
10,1987,8,8
8,1875,8,8
9,836,7,7
6,131,9,9
6,102,9,9
4,428,9,9
9,1471,9,9
5,1568,9,9
5,77,10,10
1,27,10,10
7,26,10,10
MRI,50,8,8
5,919,10,10
4,59,9,9
4,119,10,10
1,65,8,8
6,58,10,10
1,73,7,7
MRI,44,11,11
3,111,11,11
8,133,11,11
4,140,11,11
7,140,9,9
MRI,63,11,11
7,62,9,9
3,646,10,10
7,792,11,11
3,46,11,11
MRI,40,11,11
3,110,7,7
1,99,11,11
8,275,7,7
2,70,10,10
1,67,9,9
7,548,8,8
9,1391,2,2
6,655,14,14
5,737,14,14
10,892,14,14
7,1016,14,14
10,127,15,15
MRI,55,15,15
5,236,15,15
5,763,11,11
10,77,15,15
3,46,15,15
5,98,15,15
8,99,15,15
MRI,53,15,15
7,571,15,15
4,89,16,16
3,1764,15,15
7,414,16,16
4,124,16,16
1,59,14,14
8,109,16,16
6,537,16,16
7,58,16,16
4,488,16,16
2,44,15,15
9,880,16,16
5,1047,16,16
2,212,15,15
10,1063,16,16
1,494,15,15
4,40,16,16
5,18,17,17
5,61,16,16
7,73,17,17
6,117,16,16
6,163,17,17
5,24,17,17
9,2208,14,14
MRI,75,18,18
MRI,37,18,18
1,111,17,17
5,1435,18,18
2,58,0,0
4,1490,18,18
4,106,17,17
MRI,43,18,18
8,150,14,14
7,31,18,18
2,75,14,14
MRI,62,21,21
MRI,58,21,21
MRI,45,21,21
