OT,overtime,schedule_day
6,198.0,0
7,395.0,0
10,63.0,1
5,90.0,1
2,239.0,1
8,419.0,1
5,329.0,2
8,369.0,2
7,223.0,3
9,247.0,2
MRI,33.0,4
5,293.0,4
7,385.0,4
10,6.0,7
5,32.0,8
4,6.0,9
7,7.0,9
10,16.0,9
6,100.0,9
5,311.0,10
7,433.0,10
6,3.0,14
10,52.0,14
8,164.0,14
5,204.0,14
9,320.0,14
5,61.0,15
4,150.0,16
7,17.0,17
9,403.0,16
5,477.0,16
1,87.0,18
7,138.0,18
5,451.0,18
6,87.0,21
8,128.0,21
5,11.0,22
3,61.0,22
8,143.0,23
5,146.0,23
4,473.0,25
8,26.0,0
6,274.0,0
9,398.0,0
2,16.0,1
7,249.0,2
7,266.0,4
4,343.0,4
5,401.0,4
6,31.0,7
5,441.0,7
9,472.0,7
7,7.0,8
5,76.0,8
7,29.0,9
6,254.0,9
10,466.0,8
10,9.0,10
5,368.0,10
4,467.0,10
8,233.0,11
5,455.0,11
8,36.0,14
5,430.0,14
5,138.0,15
7,50.0,16
MRI,34.0,18
6,113.0,18
4,477.0,18
8,77.0,21
5,293.0,21
10,409.0,21
5,87.0,22
7,0.0,23
8,26.0,23
4,288.0,25
1,360.0,25
10,51.0,0
6,249.0,0
7,478.0,0
2,2.0,1
7,263.0,2
5,113.0,3
MRI,4.0,4
8,28.0,4
6,133.0,7
8,174.0,7
5,325.0,7
9,466.0,7
5,53.0,8
3,227.0,8
4,26.0,9
6,176.0,9
8,285.0,9
4,221.0,10
3,328.0,11
10,30.0,14
3,54.0,14
6,76.0,14
8,119.0,14
5,230.0,14
7,369.0,14
9,412.0,14
5,106.0,15
10,137.0,16
9,293.0,16
7,299.0,16
7,8.0,17
5,239.0,16
MRI,11.0,18
7,82.0,18
1,166.0,18
6,187.0,18
5,345.0,21
5,232.0,22
4,105.0,23
5,229.0,23
7,506.0,23
1,322.0,25
6,39.0,0
5,116.0,0
8,160.0,0
9,240.0,0
7,324.0,0
3,11.0,1
9,49.0,2
5,416.0,3
7,125.0,4
8,27.0,7
9,468.0,7
5,221.0,7
6,135.0,9
5,214.0,11
5,94.0,14
6,133.0,14
5,150.0,15
7,323.0,14
9,126.0,14
5,3.0,16
MRI,21.0,18
1,226.0,18
4,422.0,18
8,19.0,21
9,408.0,21
3,186.0,22
9,365.0,23
7,68.0,24
1,147.0,25
4,334.0,25
5,21.0,0
8,131.0,0
7,349.0,0
2,18.0,1
5,430.0,2
MRI,19.0,4
4,360.0,4
5,456.0,4
5,102.0,8
6,18.0,9
8,399.0,9
8,217.0,10
9,233.0,9
5,468.0,10
3,18.0,11
8,136.0,11
6,75.0,14
5,233.0,14
9,475.0,14
5,67.0,15
9,449.0,16
7,4.0,17
5,393.0,16
7,12.0,18
MRI,23.0,18
4,236.0,18
1,365.0,18
6,406.0,21
9,416.0,21
MRI,18.0,22
5,130.0,22
5,185.0,23
MRI,27.0,25
1,98.0,25
4,281.0,25
5,408.0,25
8,3.0,0
5,11.0,0
7,157.0,0
10,435.0,0
6,482.0,0
4,4.0,2
10,12.0,2
7,147.0,2
8,505.0,2
MRI,1.0,4
5,242.0,4
4,406.0,4
8,134.0,7
5,110.0,8
6,479.0,9
3,20.0,11
5,388.0,11
6,440.0,14
7,445.0,14
5,470.0,14
5,137.0,15
5,89.0,16
7,126.0,18
1,213.0,18
4,354.0,18
6,141.0,21
5,412.0,21
5,239.0,22
5,286.0,23
7,323.0,23
3,148.0,25
1,159.0,25
6,77.0,0
8,80.0,0
9,245.0,0
5,342.0,0
7,376.0,0
4,13.0,2
10,79.0,2
5,388.0,2
8,67.0,7
5,77.0,8
6,322.0,9
8,442.0,9
8,15.0,14
6,245.0,14
7,432.0,14
5,61.0,15
6,500.0,16
5,24.0,16
6,132.0,18
5,285.0,18
6,401.0,21
5,28.0,22
9,452.0,23
6,27.0,25
4,456.0,25
10,10.0,0
8,22.0,0
6,315.0,0
5,394.0,0
2,43.0,1
7,75.0,2
8,177.0,2
5,375.0,2
5,501.0,3
7,140.0,4
4,438.0,4
5,407.0,4
5,63.0,8
10,15.0,9
6,165.0,9
8,300.0,9
8,38.0,14
10,63.0,14
5,98.0,14
5,173.0,15
9,350.0,16
7,373.0,16
7,41.0,17
4,347.0,18
6,137.0,21
9,8.0,21
5,122.0,22
1,254.0,25
4,401.0,25
8,247.0,0
7,309.0,0
6,371.0,0
3,50.0,2
7,234.0,2
3,11.0,4
4,183.0,4
10,20.0,7
8,47.0,7
6,57.0,7
5,489.0,7
5,98.0,8
6,119.0,9
8,272.0,14
6,314.0,14
7,54.0,15
5,243.0,15
9,293.0,16
7,328.0,16
7,20.0,17
5,168.0,16
3,25.0,18
7,65.0,18
5,331.0,18
1,429.0,18
