OT,surgery_duration,schedule_day,simulation_day
2,47,0,0
5,150,0,0
5,199,0,0
6,128,0,0
7,130,0,0
6,147,0,0
7,17,0,0
10,990,0,0
3,118,0,0
7,76,0,0
7,144,1,1
3,124,1,1
3,20,1,1
5,85,1,1
MRI,389,1,1
5,72,1,1
7,65,0,0
2,92,1,1
5,3,1,1
2,576,1,1
7,95,2,2
8,202,2,2
2,115,1,1
5,97,2,2
5,76,2,2
3,21,2,2
3,57,2,2
MRI,418,1,1
9,136,2,2
7,46,2,2
7,15,3,3
3,66,3,3
7,74,2,2
2,56,3,3
6,96,3,3
10,839,1,1
5,43,3,3
7,268,2,2
4,2701,2,2
9,131,2,2
7,156,1,1
5,1175,2,2
MRI,692,4,4
10,701,4,4
4,30,4,4
4,101,4,4
4,66,4,4
5,118,4,4
4,29,4,4
10,1384,2,2
6,591,4,4
5,96,3,3
1,117,1,1
5,93,4,4
1,73,0,0
10,175,0,0
1,91,3,3
3,108,2,2
3,52,4,4
MRI,289,7,7
6,290,7,7
5,32,7,7
9,257,7,7
3,140,2,2
MRI,547,7,7
10,716,3,3
7,49,8,8
5,9,8,8
5,41,8,8
3,39,8,8
1,106,8,8
5,37,7,7
MRI,189,8,8
6,58,7,7
5,29,8,8
MRI,205,8,8
MRI,189,8,8
3,68,8,8
5,668,7,7
7,362,4,4
5,119,9,9
3,1508,4,4
7,68,9,9
5,86,9,9
10,213,8,8
6,90,9,9
4,118,9,9
2,2837,8,8
6,139,9,9
1,136,10,10
9,449,9,9
5,5,10,10
7,35,10,10
7,76,9,9
1,111,7,7
5,110,10,10
5,70,1,1
4,2863,9,9
3,56,11,11
7,18,10,10
3,15,11,11
9,152,7,7
7,71,9,9
2,47,10,10
7,56,11,11
9,162,9,9
7,151,11,11
6,89,10,10
3,75,11,11
10,516,11,11
3,197,10,10
8,224,11,11
10,279,11,11
MRI,240,11,11
1,96,4,4
2,45,7,7
4,2126,11,11
MRI,194,11,11
1,48,11,11
7,761,8,8
3,69,8,8
7,36,3,3
7,80,10,10
9,172,14,14
7,82,14,14
5,80,14,14
10,2807,9,9
5,42,14,14
1,64,14,14
1,97,9,9
7,62,14,14
6,51,14,14
7,1354,14,14
5,44,15,15
9,123,14,14
5,55,15,15
2,75,14,14
10,5,15,15
6,50,14,14
5,26,16,16
4,65,16,16
4,69,16,16
4,63,16,16
4,20,16,16
7,98,16,16
7,60,16,16
10,293,16,16
7,38,15,15
7,54,16,16
MRI,243,15,15
5,1283,16,16
9,94,16,16
5,28,16,16
2,85,17,17
6,55,16,16
2,49,15,15
1,62,15,15
6,202,16,16
MRI,221,15,15
4,83,18,18
5,108,18,18
4,80,18,18
4,54,18,18
MRI,214,18,18
1,113,16,16
4,49,18,18
4,647,17,17
9,163,16,16
MRI,347,18,18
3,3346,18,18
5,144,18,18
2,24,21,21
6,114,21,21
6,516,18,18
MRI,280,21,21
MRI,277,21,21
5,37,21,21
5,121,21,21
9,378,21,21
4,37,22,22
MRI,539,22,22
9,104,21,21
3,24,22,22
1,102,21,21
10,87,22,22
2,17,22,22
3,140,17,17
4,72,22,22
2,23,22,22
7,36,23,23
3,212,7,7
4,58,23,23
3,110,22,22
6,77,23,23
5,130,23,23
4,90,23,23
4,19,23,23
3,51,22,22
5,127,23,23
4,41,23,23
4,12,23,23
6,99,23,23
10,333,14,14
9,239,23,23
5,168,11,11
1,103,22,22
1,58,23,23
5,107,24,24
8,226,23,23
1,104,24,24
7,106,24,24
4,529,24,24
7,74,23,23
2,73,24,24
5,48,24,24
