OT,surgery_duration,schedule_day,simulation_day
9,94,0,0
2,6,0,0
1,50,0,0
3,89,0,0
8,721,0,0
7,771,0,0
6,822,0,0
5,941,0,0
9,874,0,0
MRI,53,1,1
7,67,1,1
5,72,1,1
1,81,1,1
3,36,1,1
2,157,1,1
7,70,1,1
MRI,33,1,1
MRI,54,1,1
MRI,57,1,1
MRI,28,1,1
5,265,1,1
MRI,56,1,1
10,276,1,1
7,46,1,1
2,111,1,1
7,52,1,1
2,126,1,1
8,857,1,1
7,77,2,2
4,163,2,2
3,35,1,1
3,112,2,2
9,86,2,2
4,30,2,2
10,868,0,0
3,344,2,2
1,57,2,2
10,300,2,2
7,705,2,2
4,169,2,2
8,908,2,2
9,831,2,2
5,1086,2,2
5,26,3,3
6,58,3,3
4,145,3,3
1,82,3,3
6,181,3,3
4,42,3,3
2,173,3,3
7,498,3,3
10,260,3,3
8,502,3,3
5,984,3,3
10,194,4,4
MRI,38,4,4
MRI,35,4,4
7,69,4,4
1,57,4,4
3,471,4,4
MRI,69,4,4
6,40,4,4
5,717,4,4
4,748,4,4
7,48,4,4
7,303,4,4
MRI,47,4,4
8,928,4,4
MRI,23,4,4
9,75,2,2
MRI,48,7,7
3,194,3,3
10,143,7,7
MRI,44,7,7
MRI,57,7,7
MRI,48,7,7
10,180,7,7
1,65,7,7
6,583,7,7
9,681,7,7
5,977,7,7
MRI,48,7,7
8,597,7,7
5,119,8,8
MRI,39,8,8
MRI,51,8,8
MRI,64,8,8
2,197,8,8
8,102,8,8
8,83,8,8
MRI,33,8,8
2,66,8,8
3,311,8,8
7,47,8,8
5,274,8,8
1,85,8,8
MRI,72,8,8
MRI,107,7,7
2,44,7,7
3,56,8,8
5,124,8,8
5,37,9,9
6,151,9,9
7,44,9,9
9,105,9,9
7,79,9,9
7,82,9,9
3,50,8,8
5,172,9,9
7,86,9,9
5,49,9,9
3,282,7,7
9,68,9,9
7,63,9,9
10,2001,8,8
6,488,9,9
4,668,9,9
1,81,9,9
6,87,10,10
8,1673,9,9
6,172,10,10
10,83,10,10
10,71,10,10
1,110,10,10
6,20,10,10
3,108,10,10
4,812,10,10
5,888,10,10
10,133,10,10
9,1497,9,9
MRI,48,11,11
4,111,11,11
3,128,11,11
10,195,11,11
7,1694,10,10
MRI,68,11,11
1,97,11,11
MRI,32,11,11
MRI,70,11,11
4,307,11,11
3,47,11,11
MRI,46,11,11
MRI,77,11,11
3,157,11,11
8,889,11,11
5,1392,11,11
7,228,11,11
2,80,10,10
6,185,11,11
7,56,14,14
6,300,14,14
10,83,14,14
10,86,14,14
3,174,14,14
2,48,14,14
5,524,14,14
10,127,14,14
1,63,14,14
6,515,14,14
7,782,14,14
9,878,14,14
7,106,15,15
10,91,15,15
3,25,15,15
3,92,15,15
MRI,40,15,15
MRI,39,15,15
2,61,15,15
MRI,59,15,15
7,80,15,15
5,221,15,15
MRI,46,15,15
10,95,15,15
7,85,15,15
MRI,61,15,15
MRI,34,15,15
7,41,15,15
5,147,15,15
1,63,15,15
8,512,14,14
5,246,15,15
8,890,15,15
6,121,16,16
4,85,16,16
8,88,16,16
7,23,16,16
4,147,16,16
8,129,16,16
1,55,16,16
4,66,16,16
2,86,15,15
6,181,16,16
6,206,16,16
4,150,16,16
10,101,16,16
7,688,16,16
9,1420,16,16
7,61,17,17
6,37,17,17
7,82,17,17
2,55,17,17
4,125,17,17
4,118,17,17
6,201,17,17
7,72,17,17
5,1771,16,16
7,46,17,17
1,105,17,17
10,940,17,17
MRI,33,18,18
7,52,18,18
5,1199,17,17
MRI,21,18,18
3,140,18,18
MRI,53,18,18
MRI,51,18,18
MRI,57,18,18
MRI,157,18,18
3,99,18,18
8,587,17,17
6,737,18,18
3,151,18,18
5,902,18,18
7,1013,18,18
10,137,18,18
4,1327,18,18
8,233,18,18
1,1186,18,18
2,65,21,21
9,61,21,21
MRI,49,21,21
MRI,51,21,21
5,32,21,21
MRI,45,21,21
MRI,48,21,21
MRI,64,21,21
MRI,100,21,21
1,67,21,21
3,208,17,17
6,631,21,21
5,846,21,21
9,804,21,21
10,471,21,21
7,51,22,22
MRI,48,22,22
4,37,22,22
8,253,21,21
4,25,22,22
7,60,22,22
4,25,22,22
MRI,110,22,22
2,204,22,22
7,72,22,22
7,47,22,22
5,320,22,22
7,28,22,22
3,443,22,22
1,79,22,22
2,34,22,22
5,203,22,22
3,242,21,21
2,135,22,22
8,1450,22,22
7,72,23,23
5,38,23,23
9,126,23,23
10,1659,22,22
9,92,23,23
4,241,23,23
6,136,23,23
4,75,23,23
6,133,23,23
8,197,23,23
3,181,23,23
1,108,23,23
10,113,23,23
7,844,23,23
9,1226,23,23
5,1500,23,23
7,40,24,24
1,74,24,24
5,1026,24,24
8,567,24,24
4,104,24,24
7,445,24,24
MRI,48,25,25
MRI,67,25,25
8,145,25,25
