OT,surgery_duration,schedule_day,simulation_day
7,49,0,0
9,124,0,0
6,220,0,0
6,123,0,0
7,1099,0,0
5,100,0,0
3,135,0,0
5,105,1,1
2,12,1,1
7,80,1,1
3,16,1,1
7,121,1,1
2,8,1,1
5,88,1,1
5,205,0,0
2,31,1,1
4,44,2,2
9,153,2,2
4,78,2,2
7,73,1,1
MRI,163,1,1
1,30,1,1
10,291,0,0
10,228,2,2
7,80,0,0
3,81,2,2
8,341,2,2
7,21,3,3
3,2327,2,2
4,436,3,3
1,58,3,3
5,86,2,2
5,28,3,3
MRI,389,4,4
4,72,4,4
7,109,2,2
6,181,3,3
7,32,4,4
5,5,4,4
9,97,0,0
1,83,0,0
5,46,2,2
5,74,4,4
3,3545,4,4
10,891,1,1
2,38,3,3
5,65,7,7
2,84,7,7
6,125,7,7
7,38,2,2
MRI,259,7,7
5,92,7,7
6,67,7,7
3,29,8,8
7,70,8,8
5,108,8,8
MRI,126,8,8
5,14,8,8
5,41,8,8
7,114,8,8
MRI,464,7,7
10,481,7,7
6,94,9,9
10,77,9,9
5,69,9,9
1,54,7,7
5,141,10,10
7,85,10,10
4,286,3,3
6,97,9,9
10,52,9,9
4,2581,9,9
2,4052,8,8
5,102,9,9
9,178,0,0
5,22,11,11
3,141,11,11
3,24,11,11
MRI,142,11,11
8,100,11,11
5,1345,7,7
1,55,10,10
8,238,11,11
9,144,9,9
MRI,394,11,11
7,76,14,14
9,94,14,14
6,124,14,14
1,80,2,2
2,124,14,14
9,281,14,14
3,206,7,7
5,41,14,14
9,173,14,14
7,19,14,14
MRI,312,15,15
5,22,15,15
5,77,15,15
3,16,15,15
7,63,15,15
3,18,15,15
4,29,16,16
5,89,15,15
5,69,16,16
9,195,16,16
5,67,15,15
10,217,15,15
1,61,14,14
1,86,4,4
1,70,15,15
1,81,17,17
7,53,17,17
4,62,18,18
MRI,253,18,18
3,32,18,18
3,42,18,18
2,72,17,17
7,612,14,14
3,320,14,14
1,81,21,21
5,7,21,21
5,69,21,21
2,34,21,21
6,170,21,21
2,60,22,22
3,45,22,22
5,35,22,22
5,12,22,22
4,60,22,22
5,89,22,22
4,105,16,16
7,66,22,22
5,67,22,22
5,52,22,22
6,70,23,23
7,610,9,9
8,129,23,23
2,37,22,22
6,23,23,23
4,42,22,22
2,94,0,0
5,141,23,23
MRI,213,21,21
5,85,24,24
5,77,23,23
10,79,14,14
6,70,23,23
5,83,25,25
1,84,18,18
4,49,25,25
2,80,24,24
3,32,25,25
4,21,25,25
7,66,24,24
4,70,25,25
8,4833,7,7
9,173,9,9
5,108,25,25
1,105,22,22
2,68,0,28
6,150,0,28
7,15,0,28
9,241,0,28
7,119,0,28
9,157,0,28
2,70,1,29
9,115,16,16
1,58,0,28
2,4,1,29
1,122,1,29
5,171,0,28
2,43,1,29
3,222,0,28
9,138,0,28
4,31,2,30
5,37,2,30
3,50,25,25
2,89,3,31
4,71,4,32
5,51,3,31
4,77,4,32
1,88,2,30
9,232,2,30
MRI,271,1,29
3,381,21,21
MRI,300,1,29
7,113,1,29
5,67,7,35
6,77,7,35
5,706,7,35
1,95,7,35
6,108,11,11
6,67,7,35
MRI,1069,7,35
5,57,8,36
2,97,7,35
5,2,8,36
3,91,8,36
5,20,8,36
6,164,9,37
6,97,9,37
1,43,8,36
5,122,9,37
2,2805,8,36
1,76,3,31
MRI,227,7,35
5,1037,8,36
3,59,11,39
1,121,10,38
5,166,11,39
2,62,10,38
1,134,11,39
6,213,25,25
7,49,8,36
2,107,14,42
7,58,14,42
3,1004,10,38
5,173,14,42
9,712,14,42
6,118,14,42
7,213,11,11
2,228,15,43
5,27,15,43
5,57,15,43
5,44,15,43
5,120,16,44
7,84,16,44
5,28,15,43
1,67,14,42
4,28,16,44
3,492,14,42
6,230,16,44
5,77,16,44
1,90,23,23
7,72,15,43
3,71,2,30
4,77,16,44
3,152,7,35
3,118,17,45
7,9,16,44
3,26,18,46
4,103,18,46
3,48,15,43
9,121,9,37
3,25,18,46
MRI,132,11,39
1,57,16,44
8,3103,0,28
5,69,18,46
5,120,18,46
7,55,18,46
5,101,21,49
6,5,21,49
2,42,21,49
6,80,21,49
9,127,23,23
9,171,21,49
5,948,21,49
5,101,21,49
10,122,21,49
2,82,22,50
5,24,22,50
10,119,21,49
5,52,22,50
4,60,22,50
5,87,22,50
3,33,22,50
4,11,22,50
1,100,18,46
5,69,22,50
5,31,22,50
MRI,81,21,49
5,101,23,51
9,81,23,51
6,83,23,51
9,104,23,51
6,58,23,51
6,68,23,51
5,153,23,51
1,61,21,49
7,425,23,51
5,106,24,52
2,21,24,52
4,2813,23,51
MRI,416,25,53
3,40,18,46
4,88,25,53
4,75,25,53
1,86,23,51
4,89,25,53
3,31,25,53
5,47,25,53
5,88,23,51
MRI,531,22,50
MRI,315,21,49
2,65,22,50
9,158,0,56
7,83,0,56
7,73,0,56
6,131,0,56
5,174,0,56
1,82,24,52
1,39,15,43
7,102,1,57
3,158,24,52
9,221,0,56
7,58,1,57
9,141,0,56
1,67,1,57
9,142,7,35
2,43,1,57
2,29,1,57
5,74,2,58
4,63,2,58
9,95,2,58
3,29,2,58
9,123,2,58
MRI,289,1,57
5,78,3,59
5,40,1,57
2,83,3,59
4,98,2,58
1,49,3,59
4,135,4,60
4,80,4,60
MRI,1074,4,60
10,918,23,51
3,88,25,53
9,158,2,58
3,1928,4,60
7,58,2,58
1,70,0,56
8,4198,14,14
5,38,4,60
9,196,7,63
2,133,0,56
MRI,284,7,63
5,36,7,63
6,153,7,63
9,117,7,63
5,46,7,63
3,110,7,63
5,9,8,64
5,19,8,64
3,89,8,64
6,238,7,63
3,33,8,64
2,46,7,63
