OT,surgery_duration,schedule_day,simulation_day
9,124,0,0
6,720,0,0
1,40,0,0
10,529,0,0
9,1094,0,0
7,1280,0,0
5,1511,0,0
MRI,34,1,1
1,48,1,1
2,101,1,1
3,89,1,1
3,57,1,1
7,44,1,1
7,87,1,1
2,232,1,1
MRI,63,1,1
MRI,73,1,1
MRI,62,1,1
7,19,1,1
2,57,1,1
5,58,1,1
MRI,55,1,1
7,62,1,1
4,128,2,2
9,124,2,2
3,417,2,2
4,139,2,2
3,55,2,2
MRI,69,1,1
5,1023,2,2
8,903,2,2
10,329,1,1
8,933,1,1
4,278,2,2
7,50,2,2
6,113,3,3
5,23,3,3
4,58,3,3
1,109,2,2
5,459,3,3
9,42,2,2
6,492,3,3
4,159,3,3
7,50,3,3
7,516,2,2
8,501,0,0
10,207,2,2
2,79,3,3
MRI,41,4,4
7,61,4,4
10,260,3,3
6,26,4,4
MRI,45,4,4
MRI,37,4,4
MRI,43,4,4
7,508,4,4
7,287,3,3
3,73,4,4
5,884,4,4
4,1017,4,4
MRI,54,4,4
1,84,3,3
8,556,4,4
3,204,4,4
1,77,4,4
10,281,4,4
2,36,7,7
MRI,42,7,7
10,113,7,7
6,443,7,7
MRI,48,7,7
MRI,59,7,7
MRI,66,7,7
10,316,7,7
9,1253,7,7
MRI,22,8,8
MRI,51,8,8
5,102,8,8
8,54,8,8
MRI,74,8,8
1,60,7,7
5,235,8,8
2,367,8,8
7,24,8,8
8,119,8,8
3,507,8,8
5,273,1,1
2,40,8,8
5,328,8,8
MRI,43,8,8
8,490,3,3
MRI,55,7,7
9,1180,2,2
7,97,9,9
5,64,9,9
9,55,9,9
6,101,9,9
3,154,7,7
1,93,8,8
6,259,9,9
9,164,9,9
4,297,9,9
7,64,9,9
7,34,9,9
4,65,9,9
6,398,9,9
5,175,9,9
10,2726,8,8
8,1375,9,9
5,40,9,9
7,74,9,9
6,81,10,10
6,119,10,10
8,434,7,7
5,649,10,10
4,715,10,10
10,125,10,10
1,38,10,10
1,191,9,9
3,117,11,11
3,40,11,11
4,115,11,11
6,62,10,10
7,45,9,9
MRI,52,11,11
10,221,11,11
5,1327,7,7
5,1129,11,11
8,508,10,10
8,1379,11,11
2,41,0,0
6,125,11,11
MRI,42,11,11
1,80,11,11
MRI,70,11,11
7,120,11,11
7,47,14,14
3,170,10,10
10,72,14,14
